test	Chr1A	100.000	88	0	0	1	88	23121410	23121497	4.45e-30	131
test	Chr1A	97.727	88	2	0	1	88	13590815	13590902	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	273825442	273825355	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	492339876	492339789	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	543192967	543192880	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	550329213	550329126	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	561690551	561690638	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	585336453	585336540	2.63e-28	125
test	Chr1A	97.727	88	2	0	1	88	594900343	594900256	2.63e-28	125
test	Chr1A	97.674	86	2	0	3	88	155637195	155637280	2.03e-27	122
test	Chr1A	96.591	88	3	0	1	88	572911651	572911738	2.03e-27	122
test	Chr1A	95.455	88	4	0	1	88	360226589	360226676	1.56e-26	119
test	Chr1A	86.047	86	12	0	2	87	139804938	139804853	1.47e-18	93.5
test	Chr1A	86.047	86	12	0	2	87	309165847	309165932	1.47e-18	93.5
test	Chr1A	86.047	86	12	0	2	87	342681837	342681752	1.47e-18	93.5
test	Chr1A	86.047	86	12	0	2	87	417173876	417173961	1.47e-18	93.5
test	Chr1A	86.047	86	12	0	2	87	460651212	460651297	1.47e-18	93.5
test	Chr1A	84.884	86	13	0	2	87	102262453	102262538	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	177748307	177748392	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	306726311	306726396	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	344430380	344430295	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	378929972	378930057	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	407818794	407818879	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	415325450	415325535	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	447338730	447338645	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	490736094	490736179	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	496271305	496271220	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	523657051	523656966	1.13e-17	90.5
test	Chr1A	84.884	86	13	0	2	87	553712683	553712598	1.13e-17	90.5
test	Chr1A	83.721	86	14	0	2	87	51669002	51669087	8.67e-17	87.6
test	Chr1A	83.721	86	14	0	2	87	373925825	373925910	8.67e-17	87.6
test	Chr1A	83.721	86	14	0	2	87	581779899	581779984	8.67e-17	87.6
test	Chr1A	84.884	86	11	2	2	87	251754098	251754181	6.67e-16	84.7
test	Chr1A	84.146	82	13	0	6	87	316280924	316281005	6.67e-16	84.7
test	Chr1A	81.395	86	16	0	2	87	21549767	21549852	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	102935356	102935441	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	236022102	236022187	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	362556125	362556210	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	363888627	363888542	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	407435560	407435645	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	464398657	464398742	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	507795949	507796034	5.13e-15	81.7
test	Chr1A	81.395	86	16	0	2	87	596053558	596053643	5.13e-15	81.7
test	Chr1A	79.070	86	18	0	2	87	13616269	13616354	3.03e-13	75.8
test	Chr1A	79.775	89	15	1	2	87	443613338	443613250	8.41e-13	74.4
test	Chr1A	78.652	89	16	1	2	87	15250811	15250723	6.47e-12	71.4
test	Chr1A	78.652	89	16	1	2	87	239931417	239931329	6.47e-12	71.4
test	Chr1A	77.381	84	19	0	4	87	199250900	199250983	1.79e-11	69.9
test	Chr1A	77.528	89	17	1	2	87	507244896	507244984	4.97e-11	68.5
test	Chr1A	76.404	89	18	1	2	87	526300517	526300429	3.83e-10	65.5
test	Chr1A	76.404	89	18	1	2	87	572940152	572940240	3.83e-10	65.5
test	Chr1A	74.157	89	20	1	2	87	430405087	430404999	2.26e-08	59.6
test	Chr1A	74.419	86	19	1	5	87	323531220	323531305	6.28e-08	58.2
